FULL_NAME,WEB_SITE,SHORT_NAME,UC_NO,REGISTER_NO
北京世纪泓慧投资中心（有限合伙）,,世纪泓慧,920000050183 ,P1006991
河南九鼎德盛投资顾问有限公司,jeweldia.com,和信证券投顾,920000002411 ,P1011040
上海储盈投资管理合伙企业,,,,P1002437
广东天运资产管理有限公司,,天运资产,920000043737 ,P1029852
万博兄弟资产管理（北京）有限公司,www.wbamc.com,万博兄弟,920000050807 ,P1000460
南京盛景创业投资基金合伙企业（有限合伙）,,南京盛景创投,920000001528 ,P1013709
广州市佳朋投资咨询有限公司,,,920000041747 ,P1008862
深圳市前海正丰阳资产管理有限公司,,正丰阳资产,920000037775 ,P1009096
富唐资产管理(杭州)有限公司,,杭州富唐资产,920000019357 ,P1033462
上海重岳投资管理有限公司,,重岳投资,920000020621 ,P1032302
浙银智森（杭州）资本管理有限公司,,浙银智森,920000054822 ,P1032921
国投万盛（北京）股权投资基金管理有限公司,http://www.gtws.com.cn,国投万盛,920000005977 ,P1009198
深圳第二基金管理有限公司,http://www.d2jj.com,第二基金,920000051198 ,P1006532
上海祁胜投资管理有限公司,,祁胜投资,920000051790 ,P1012523
北京阶梯财富资产管理有限公司,,阶梯资管,920000049924 ,P1020015
华融前海财富管理股份有限公司,,华融前海财富,920000059002 ,P1009491
深圳德海资本管理有限公司,,德海资本,920000034805 ,P1018705
上海昆顶晟资产管理有限公司,,昆顶晟资产,920000037249 ,P1032167
汇商华邦（天津）股权投资基金管理有限公司,http://www.hshbpe.com,汇商华邦,920000023038 ,P1004327
深圳前海世德资本管理有限公司,,世德资本,920000019027 ,P1033236
湖南重远创投投资管理有限公司,,重远创投,920000031100 ,P1031408
广东国有企业重组发展基金管理有限公司,,国企重组,920000027251 ,P1016655
北京开宝基金管理有限公司,,开宝基金,920000041724 ,P1026114
天元融信（北京）投资基金管理有限公司,http://www.tyrxjj.com,天元融信,920000028381 ,P1006710
河南农开投资基金管理有限责任公司,haifund.com,农开投资,920000035763 ,P1002598
深圳市通达龙腾投资管理有限公司,,通达龙腾,920000057777 ,P1025012
上海全鑫股权投资基金管理有限公司,,全鑫股权投资,920000011564 ,P1033985
成大沿海产业（大连）基金管理有限公司,,成大沿海产业基金,920000052082 ,P1007964
北京安惠投资管理有限公司,,安惠投资,920000051159 ,P1005975
舜懿（上海）股权投资管理有限公司,,舜懿投资,920000066031 ,P1017954
广州叁津投资管理有限公司,www.sunjoin6.com,叁津投资,920000061257 ,P1009623
上海诺歆资产管理有限公司,,诺歆资产,920000004687 ,P1022960
德清瑞智投资合伙企业（有限合伙）,http://www.zju_capital.com,德清瑞智,920000029989 ,P1006714
富立天瑞华商投资管理有限公司,,富立天瑞,920000061058 ,P1004752
重庆文化股权投资基金管理有限责任公司,,重庆文化投资,920000065463 ,P1002132
上海利瀚投资管理有限公司,,利瀚投资,920000057466 ,P1034615
深圳前海众微资本管理有限公司,,众微资本,920000008423 ,P1023737
济峰股权投资管理（上海）有限公司,,济峰投资,920000056566 ,P1019490
深圳市同德磐石资产管理有限公司,,深圳同德磐石,920000052711 ,P1013954
天津斯迈乐股权投资基金管理有限公司,,斯迈乐投资,920007901889 ,P1060274
上海正海资产管理有限公司,www.royalsea-capital.com,正海,920000038939 ,P1003518
渤海华美（上海）股权投资基金管理有限公司,,,,P1003081
宁波梅山保税港区泽慧迦然投资管理有限公司,,泽慧迦然,920000056651 ,P1033221
上海零加壹投资管理有限公司,www.lingjiayi.cn,零加壹投资,920000051757 ,P1026213
上海上创骏强投资管理有限公司,,上创骏强,920000044045 ,P1013200
福建省福能兴业股权投资管理有限公司,,,920007902520 ,P1002582
温州荒原投资管理有限公司,,荒原投资,920007902860 ,P1060254
苏州众联投资管理有限公司,,众联投资,920000025439 ,P1022632
杭州亨石资产管理有限公司,,杭州亨石资产,920007902232 ,P1060587
嘉兴溯本投资管理有限公司,,溯本投资,920000027053 ,P1060137
北京华高永利资产管理有限公司,,华高永利,920007902432 ,P1060257
杭州开物前民投资管理有限责任公司,,开物前民,920007902724 ,P1060485
宁波梅山保税港区阿尔法天使创投投资管理有限公司,,阿尔法天使创投,920007902007 ,P1060658
上海福街投资管理有限公司,http://www.fortunestreet.com.cn,福街投资,920000018713 ,P1061119
上海深涵投资有限公司,www.sagehascapital.com,深涵投资,920000031602 ,P1022300
上海沣谊投资管理有限公司,,,920007902591 ,P1061193
深圳中广核亨风股权投资基金管理有限公司,,中广核亨风,920000053232 ,P1010859
深圳市吉富瑞泰资产管理有限公司,,吉富瑞泰,920000039532 ,P1060071
杭州溢思得瑞创业投资管理有限公司,,溢思得瑞创业,920000021677 ,P1034166
山东茗信股权投资管理有限公司,,茗信股权投资,920007902758 ,P1060519
上海馨众资产管理有限公司,,馨众资产,920007902790 ,P1060499
深圳市概达资本管理有限公司,,,920007839764 ,P1061015
深圳东方汇资产管理有限公司,http://dfhfund.cn,东方汇资产,920000035679 ,P1061492
深圳德胜投融资产管理有限公司,,,920007902630 ,P1061254
北京量子智能投资管理有限公司,,,,P1061355
北京融泽通远投资顾问有限公司,,融泽通远,920000030141 ,P1009828
上海巨涟投资管理有限公司,,巨涟投资,920000012576 ,P1024438
上海煜潮资产管理中心（有限合伙）,,煜潮资产,920000025190 ,P1025792
陕西金辉投资管理有限公司,,金辉投资,920000009336 ,P1002900
云南朴拓股权投资基金管理有限公司,,,,P1013807
国投创合（北京）基金管理有限公司,,国投创合,920000040378 ,P1033732
苏州天使翼投资管理有限公司,,天使翼投资,920000007232 ,P1028960
平潭新三板股权投资管理有限公司,,,920000031261 ,P1008726
上海静逸投资管理有限公司,http://www.jingyifund.com,静逸投资,920000059210 ,P1027262
合肥朗程投资合伙企业（有限合伙）,,合肥朗程投资,920000056252 ,P1013054
北京国瑞金泉资本管理有限公司,,国瑞金泉资本,920000028179 ,P1032548
杭州南立投资管理有限公司,,南立投资管理,920000066698 ,P1032946
上海高能投资管理有限公司,http://www.powercapital.cn,上海高能投资,920000064571 ,P1019291
上海睿川创业投资管理有限公司,http://www.stepvc.com,睿川创投,920000047528 ,P1018429
汝康（北京）股权投资基金有限公司,,汝康投资,920000042412 ,P1021170
台州市银莅资产管理有限公司,http://www.ylzcgl.com/,,920000059343 ,P1010558
深圳市翼虎投资管理有限公司,,翼虎,920000024473 ,P1000388
北京框特投资管理中心（有限合伙）,,框特投资,920000045732 ,P1002388
上海云炜资产管理有限公司,,云炜资产,920000065255 ,P1020977
华泰瑞新（上海）投资有限公司,,华泰瑞新,920000025910 ,P1005366
上海宝薇投资管理中心（有限合伙）,http://www.baowei.com,宝薇投资,920000055155 ,P1019984
华夏汇沣投资基金管理（北京）有限公司,,华夏汇沣,920000033249 ,P1029590
湖北金鼎轩投资咨询有限公司,http://www.jinding669.com,金鼎轩投资,920000049223 ,P1013144
深圳市百毅资本管理有限公司,,百毅资本,920000040125 ,P1009920
广州凯纳投资顾问有限公司,http://www.knquant.com,凯纳投资顾问,920000055294 ,P1001231
深圳昊业股权投资基金管理有限公司,,昊业投资,920000015231 ,P1026258
上海玺鸣投资管理有限公司,http://www.chxmtz.com/ch/Main.asp,玺鸣投资,920000050632 ,P1001218
上海王彬资产管理有限公司,,王彬资产,920000015274 ,P1019639
深圳市长流资本管理有限公司,,长流资本,920000057624 ,P1013272
中投欧亚（北京）投资基金管理有限公司,,中投欧亚,920000014768 ,P1004753
深圳市迪嘉优投资管理有限责任公司,,迪嘉优投资,920000028176 ,P1008994
上海钜致投资管理有限公司,,钜致投资,920000065939 ,P1004769
深圳国金永恒基金管理有限公司,,国金永恒,920000020306 ,P1008254
浙江金禾成投资管理有限公司,,金禾成投资,920000044923 ,P1008924
河北盈祥股权投资基金管理有限公司,www.hbyxfund.com,盈祥投资,920000039831 ,P1008296
北京金润禾投资管理有限公司,,金润禾投资,920000030151 ,P1008442
安徽省瑞富基金管理有限公司,,瑞富基金,920000017616 ,P1010620
广东中科云富创业投资有限公司,http://www.casc.ac.cn,中科云富,920000016020 ,P1016001
上海典鼎投资管理有限公司,,典鼎投资,920000007258 ,P1018607
华夏融信基金管理（北京）有限公司,http://www.hx-funds.com/,华夏融信基金,920000060570 ,P1011165
云南信兆股权投资基金管理有限公司,http://www.xinzhaofund.com,信兆投资,920000008187 ,P1022762
宜兴江南天源投资咨询有限公司,,江南天源投资,920000059233 ,P1008358
深圳晨光汇金资本管理有限公司,,,,P1010406
上海诺享财富资产管理有限公司,,诺享财富,920000051547 ,P1016393
北京泽晋投资管理有限公司,,泽晋投资,920000028748 ,P1019045
北京智德龙腾基金管理有限公司,,智德龙腾,920000019986 ,P1025844
厦门国海坚果投资管理有限公司,,国海坚果,920000006741 ,P1010874
杭州金灿股权投资管理有限公司,,金灿投资,920000049672 ,P1001814
上海柘弓投资管理有限公司,,柘弓投资,920000010627 ,P1032818
哈尔滨乾泰资产管理有限公司,,乾泰资产,920000032644 ,P1016638
北京海子北岛投资管理有限公司,,海子北岛,920000022919 ,P1027902
嘉兴沃达投资管理有限公司,,沃达投资,920000062314 ,P1005829
上海皖信投资管理中心,,皖信投资,920000004704 ,P1001386
江西金控投资管理中心（有限合伙）,,江西金控投资,920000011151 ,P1031633
深圳市中金前海睿麟基金管理中心（有限合伙）,,前海睿麟,920000055905 ,P1032664
烟台佳杰投资有限公司,,佳杰投资,920000019767 ,P1033123
逸士资本投资管理（深圳）有限公司,http://www.ishtarcn.com,逸士资本,920000051041 ,P1022529
辽宁禹铭鼎盛投资管理有限公司,,禹铭鼎盛,920000061128 ,P1004349
山西典石股权投资管理有限公司,,典石投资,920000039750 ,P1000962
深圳兆恒水电基金管理有限公司,,兆恒水电,920000008418 ,P1032896
浙江诚晟实业发展有限公司,,诚晟实业,920000029519 ,P1017035
北京互联创新工场投资管理有限公司,http://www.chuangxin.com,互联创新,920000064001 ,P1019147
上海先盈资产管理有限公司,,先盈资产,920000060413 ,P1017319
杭州拾年投资管理有限公司,,拾年投资,920000046576 ,P1004818
深圳同佳投资基金管理有限公司,,同佳投资,920000054514 ,P1021601
上海亨石资产管理有限公司,,亨石资产,920000045455 ,P1010907
上海利曦资产管理中心（有限合伙）,,利曦资产,920000017433 ,P1032900
中孚仁和（北京）资产管理有限公司,,中孚仁和,920000055753 ,P1018384
宁波傲华投资管理有限公司,,傲华投资,920000012907 ,P1029053
海南中汇创业投资管理有限公司,http://www.FK898.com,海南中汇,920000025098 ,P1004008
上海科棣投资管理有限公司,,科棣投资,920000045259 ,P1027515
上海融启投资管理有限公司,,融启投资,920000031236 ,P1015945
山东领庆创业投资管理有限公司,,山东领庆创业,920000029496 ,P1031256
北京汉潮兄弟资本管理有限公司,,汉潮兄弟,920000042180 ,P1018308
北京京驰资本管理有限公司,,京驰资本,920000011026 ,P1016925
深港共创财富管理有限公司,http://www.ccw58.com,共创财富,920000062451 ,P1010065
上海盛瑚投资管理有限公司,,盛瑚投资,920000057809 ,P1033771
西安国家航空产业基金投资管理有限公司,http://www.caif.org.cn,国家航空产业基金,920000066217 ,P1001559
金葵花资本管理有限公司,http://www.gsfcap.com,金葵花资本,920000018418 ,P1010764
浙江洋哲晨资产管理有限公司,,洋哲晨资产,920000064446 ,P1019724
久乘投资管理（上海）有限公司,http://www.justwit.cn,久乘投资,920000041522 ,P1008363
内蒙古日信担保投资（集团）有限公司,http://www.rixingroup.com.cn,日信担保,920000053847 ,P1002052
江西锐拓投资管理有限公司,,锐拓投资,920000000877 ,P1006121
添富（深圳）基金管理有限公司,,添富基金,920000033401 ,P1026329
福建道冲投资管理有限公司,http://www.daochong.com.cn,道冲,920000024531 ,P1000479
非然奇点投资管理（北京）有限公司,,非然奇点,920000057317 ,P1016866
雅利（上海）资产管理有限公司,,雅利资产,920000032979 ,P1010587
上海盛合投资管理有限公司,http://www.cgpinvestment.com,盛合投资,920000020759 ,P1001281
临沂明泰资产管理有限公司,,明泰资产,920000020991 ,P1007408
上海鸿逸投资管理有限公司,,鸿逸,920000010192 ,P1002443
厦门中略投资管理有限公司,,中略投资,920000016699 ,P1001038
上海赛福股权投资基金管理有限公司,http://www.futurefunds.cn,赛福投资,920000056567 ,P1033708
四川丰盛泓宇投资咨询有限公司,,泓宇投资,920000025945 ,P1017688
上海泓信投资管理有限公司,,泓信投资,920000041220 ,P1003439
深圳前海洛克基金管理有限公司,,洛克基金,920000059163 ,P1006267
上海聚益投资有限公司,http://www.juyish.com/index.asp,聚益,920000008079 ,P1000552
深圳市万杉资本管理有限公司,,万杉资本,920000026856 ,P1018780
北京挚盟资本管理有限公司,,挚盟资本,920000037448 ,P1022368
深圳市招商局科技投资有限公司,,深圳招商,920000026169 ,P1003957
北京中健济民医疗投资管理有限公司,http://www.jinshanglm.com.cn,中健济民,920000041317 ,P1024098
芜湖卓瑞投资管理中心（有限合伙）,,卓瑞投资,920000005996 ,P1008364
深圳市美洲豹资产管理有限公司,,美洲豹资产,920000002467 ,P1006562
西安凯洋资产管理咨询服务有限公司,,凯洋资产,920000057371 ,P1005932
江苏金财投资有限公司,http://www.jsfic.com.cn,金财投资,920000037836 ,P1032344
世行大通资本管理有限公司,http://www.smoothdt.com/,世行大通,920000010202 ,P1019526
大连天銮资产管理有限公司,http://www.skypalace-china.com,天銮资产,920000064670 ,P1004044
北京助盈投资管理有限公司,http://www.zhuyingbj.com,助盈投资,920000056303 ,P1022391
坤元资产管理有限公司,http://www.kunyuanasset.cn,坤元资产,920000042756 ,P1004773
君联资本管理股份有限公司,,君联资本,920000053694 ,P1000489
东莞市福华资产管理有限公司,,福华资产,920000034480 ,P1018589
北京幸福财富投资基金管理有限公司,http://www.xfcf.cn,幸福财富,920000030384 ,P1002124
中山泓华股权投资管理中心(有限合伙),,中山泓华,920000041703 ,P1003841
深圳前海美石资产管理有限公司,,美石资产,920000005013 ,P1030649
上海猛虎投资管理有限公司,,猛虎投资,920000036203 ,P1030814
广东泽泉投资管理有限公司,http://www.zqmanage.cn/,泽泉投资,920000019876 ,P1000567
上海简文投资管理有限公司,,简文投资,920000035685 ,P1022166
安徽纪元时代创业投资管理有限公司,http://www.jysdvc.com,纪元时代,920000044104 ,P1001946
厦门卿云投资管理有限公司,http://www.qingyunfund.com,卿云投资,920000015673 ,P1004259
上海庸恳资产管理有限公司,http://www.yk-ing.com/,庸恳资产,920000014298 ,P1003506
华林创新投资有限公司,,华林创新,920000029323 ,P1017549
上海威清投资管理有限公司,,威清投资,920000049127 ,P1016453
康宏汇（深圳）股权投资基金管理有限公司,http://www.convoyfinancial.com,康宏汇基金,920000037690 ,P1015377
北京启赋投资咨询中心（有限合伙）,http://www.qfcapital.com.cn,启赋投资,920000012550 ,P1010887
上海泳慕资产管理有限公司,,泳慕资产,920000027351 ,P1024364
广东华盛盈富实业投资有限公司,,华盛盈富三期,920000198433 ,P1021534
石担（上海）资产管理有限公司,,石担资产,920000030535 ,P1029878
裕桀（上海）投资管理有限公司,http://www.richbloom.cn,裕桀投资,920000052942 ,P1025996
北京沣易投资管理有限公司,http://www.fengyitouzi.com,沣易投资,920000055834 ,P1015281
北京红石国际资本管理有限责任公司,http://www.red-stone.net.cn,红石国际资本,920000051884 ,P1008310
山东省国际信托股份有限公司,,山东省信托,920000011428 ,P1020531
佛山猎投基金管理合伙企业（有限合伙）,http://www.tsinghua-fs.com,猎投基金,920000041472 ,P1029569
上海鑫晟投资管理有限公司,http://www.sanjincapital.com,鑫晟投资,920000048661 ,P1034234
深圳市远致富海投资管理有限公司,http://www.szpema.com,远致富海,920000030918 ,P1002010
深圳市高捷金台创业投资管理有限公司,http://www.ecc-capital.com,高捷金台创投,920000035439 ,P1014757
深圳市桐谷资产管理有限公司,,桐谷资产,920000049920 ,P1021599
深圳市前海禾丰正则资产管理有限公司,,禾丰正则,920000047576 ,P1018852
上海瑞业投资管理中心（有限合伙）,,瑞业投资,920000022768 ,P1001600
四川省物流产业股权投资基金管理有限公司,http://www.56fund.cn,物流产业,920000037989 ,P1002929
北京鑫乐达投资管理有限公司,,鑫乐达投资,920000015278 ,P1028214
上海伯藜投资管理有限公司,http://www.peeliventures.com,伯藜投资,920000018038 ,P1015684
中海德（天津)资产管理有限公司,,中海德资产,920000061659 ,P1018091
北京博宇先锋投资管理有限公司,,博宇先锋,920000003343 ,P1027807
上海百慧投资管理有限公司,,百慧投资,920000014486 ,P1012681
深圳市中证投资资讯有限公司,,中证资讯,920000022318 ,P1005927
广东壹元股权投资基金有限公司,http://www.eyuan.market,壹元基金,920000027438 ,P1017159
懿德财富（深圳）投资管理有限公司,,懿德财富,920000004382 ,P1033977
深圳市东方马拉松投资管理有限公司,http://www.ebfund.com.cn,东方马拉松投资,920000048326 ,P1000408
上海河东资产管理咨询有限公司,,河东资产,920000009844 ,P1001454
上海迎水投资管理有限公司,,迎水投资,920000015888 ,P1022432
北京青山同创投资有限公司,http://www.hwazing.com,青山同创,920000010019 ,P1003931
深圳市前海星辰绿色资本管理有限公司,,星辰绿色,920000052378 ,P1020761
西藏丰盈基金管理有限公司,,丰盈基金,920000009318 ,P1024073
北京中和润物股权投资基金管理有限公司,http://www.iqingrun.com/,中和润物,920000023730 ,P1001098
深圳市中道资产管理有限公司,,中道资产,920000045329 ,P1025452
深圳市和顺天成投资发展有限公司,,和顺天成,920000055517 ,P1001406
弘茗（上海）资产管理有限公司,,弘茗资产,920000001519 ,P1009114
深圳信国基金管理有限公司,,信国基金,920000050424 ,P1025002
深圳宏时资本管理有限公司,,宏时资本,920000058454 ,P1020107
杭州汇一资产管理有限公司,http://www.hycfgl.com,汇一资产,920000062338 ,P1022586
晋商创投控股有限公司,http://www.jinshangfund.com/,晋商创投,920007902872 ,P1034676
广东博源基金管理有限公司,,广东博源资产管理,920000007815 ,P1000927
中投昆泰（北京）资产管理有限公司,http://www.cickt.com,中投昆泰,920000054740 ,P1016502
上海益衡投资管理有限公司,http://www.yihenginvestment.com,益衡投资,920000052113 ,P1014389
长盈（天津）资产管理有限公司,,长盈资产,920000057265 ,P1027900
深圳梭鱼资本管理有限公司,,梭鱼资本,920000046618 ,P1010149
深圳市乐多施投资管理有限公司,http://www.ldsjituan.com/,乐多施投资,920000022631 ,P1032272
北京新华汇嘉投资管理有限公司,,新华汇嘉,920000040002 ,P1009105
珠海尚石投资管理有限责任公司,,尚石投资,920000042030 ,P1013120
国盈资产管理有限公司,,国盈资产,920000003521 ,P1012544
中润鹏达（北京）投资基金管理有限公司,,中润鹏达,920000052430 ,P1028086
利盈股权投资基金管理（厦门）有限公司,http://www.liying-capital.com/,利盈基金,920000034592 ,P1001812
上海千采投资管理有限公司,http://www.zjzhongtian.com,千采投资,920000022392 ,P1020005
深圳市百辰易迅投资有限公司,,百辰易迅,920000032471 ,P1024108
西藏申德投资管理有限公司,,申德投资,920000017285 ,P1014638
孟德资本管理（湖南）有限公司,,孟德资本,920000018871 ,P1007863
江山财富投资管理（北京）有限公司,http://www.jiangshancaifu.com,江山财富,920000052859 ,P1001588
中投弘业（北京）投资基金管理有限公司,,中投弘业,920000037613 ,P1030096
嘉兴和朴资产管理有限公司,,,920007757846 ,P1060392
深圳市涌容资产管理有限公司,,涌容资产,920000047631 ,P1010156
上海乾信投资管理有限公司,http://www.unitrustcn.com/,乾信投资,920000004573 ,P1005614
湖南上九投资管理有限公司,,上九投资,920000029408 ,P1033675
深圳善行四海资产管理有限公司,,善行四海,920000056037 ,P1033446
云融能投资产管理（上海）有限公司,,云融能投,920000041487 ,P1018448
深圳华康顺景基金管理有限公司,,华康顺景,920000064994 ,P1023525
成都和凡财富投资管理有限公司,http://www.hofnwealth.com,和凡财富,920000035708 ,P1017971
深圳清研睿合基金管理有限公司,http://www.elite-joint.com,清研睿合基金公司,920000058288 ,P1000973
广州泽嘉投资管理有限公司,http://www.gzzjtz.cn,泽嘉投资,920000030259 ,P1007335
常德金诚投资管理中心（有限合伙）,,金诚投资,920000028036 ,P1008391
宝莹资本管理（北京）有限公司,www.baoyingziben.com,宝莹资本,920000007670 ,P1013866
上海九慧股权投资基金管理有限公司,,九慧投资,920000019184 ,P1031943
西安凯诺华睿投资管理有限公司,knvcapital.com,凯诺华睿,920000057822 ,P1018605
昆明农业发展股权投资基金管理有限公司,,昆明农业,920000060976 ,P1016180
北京禾晟源投资管理有限公司,,禾晟源投资,920000005406 ,P1010908
中信国安（深圳）基金管理有限公司,,深圳中信国安,920000060508 ,P1031036
上海喜世润投资管理有限公司,www.everfortune.com.cn,喜世润投,920000004228 ,P1000444
北京九鼎国银投资管理有限公司,,九鼎国银,920000019304 ,P1013914
山东创道股权投资基金管理有限公司,http://www.sdcdjj.com,创道投资,920000034485 ,P1002200
广州银城资产管理有限公司,,银城资产,920000019600 ,P1026367
浙江智盛辉恒资产管理有限公司,,智盛辉恒资产,920000000544 ,P1026385
深圳市开宝资产管理有限公司,http://www.capall.com.cn,深圳市开宝资产管理,920000061507 ,P1001069
河北金帝股权投资基金管理有限公司,,河北金帝,920000020637 ,P1007885
深圳前海银叶资产管理有限公司,,前海银叶,920000039020 ,P1007128
湖南鼎钧创造者投资管理合伙企业（有限合伙）,,鼎钧创造者,920000027541 ,P1031666
北京景迈资本管理有限公司,,景迈资本,920000029263 ,P1020093
上海衡锋投资管理中心（有限合伙）,,衡锋投资,920000014812 ,P1005631
上海翌银玖德资产管理有限公司,,翌银玖德,920000026330 ,P1028651
北京肯特瑞财富投资管理有限公司,,肯特瑞财富,920000023675 ,P1024357
杭州冠群资产管理有限公司,,冠群资产,920000065440 ,P1007002
深圳泰富基金管理有限公司,www.taifujijin.com,泰富基金,920000009774 ,P1024261
北京中安兰德文化投资中心（有限合伙）,,中安兰德,920000064367 ,P1015706
广东合润投资发展有限公司,,广东合润投资,920000046024 ,P1009700
上海拾晖资产管理有限公司,,拾晖资产,920000064623 ,P1028279
前海合创（深圳）基金管理有限公司,http://www.hcfund.cc/,合创基金,920000035815 ,P1024008
安达资本（深圳）有限公司,,,,P1027924
上海铁都资产管理有限公司,,铁都资产,920000054754 ,P1028738
北京华民创富投资控股有限公司,,华民创富,920000041221 ,P1002174
云南卓晔投资管理有限公司,,卓晔投资,920000029313 ,P1015023
西安华筑投资合伙企业（有限合伙）,,华筑投资,920000057121 ,P1007285
中植投资管理有限公司,,中植投资,920000053058 ,P1011374
西藏浙景投资管理有限公司,,浙景投资,920000044477 ,P1028401
上海国寿投资管理有限公司,,上海国寿投资,920000021176 ,P1005092
中意资产管理有限责任公司,http://www.gc-amc.com/,中意资产,920000065918 ,P1026409
上海贯喜资产管理中心（有限合伙）,,贯喜资产,920000016451 ,P1004402
北京小强趋势投资管理有限公司,,小强趋势投资,920000001945 ,P1022526
成都财盛投资有限公司,,成都财盛投资,920000040472 ,P1027437
金百合资本管理（深圳）有限公司,,金百合资本,920000056262 ,P1022734
深圳市前海维亚基金管理有限公司,,维亚基金,920000031105 ,P1022064
西藏溢海投资管理有限公司,,西藏溢海,920000011593 ,P1010004
中投首善国际资产管理有限公司,http://www.sscfchina.com/,首善国际,920000035749 ,P1002518
北京和达开元投资有限公司,,和达开元,920000020844 ,P1008303
湖南同超投资股份有限公司,http://www.hntctz.com,同超投资,920000045317 ,P1003258
新开发创业投资管理有限责任公司,,新开发创投,920000058871 ,P1001162
镇江小村翰芯投资管理有限公司,,小村翰芯,920000053285 ,P1033181
上海甄投资产管理有限公司,www.ztcapital.net,甄投资产,920000063509 ,P1004571
上海兆赢股权投资基金管理有限公司,,兆赢投资,920000005067 ,P1007274
深圳同昌号资本管理有限公司,,,,P1032967
广东磐宇创业投资有限公司,,磐宇创业,920000017693 ,P1032540
中海外投资有限公司,www.xietong360.com,中海外投资,920000061721 ,P1011338
南京科源投资管理有限公司,,科源投资,920000061853 ,P1011131
北京财瑞祥投资管理有限公司,,财瑞祥投资,920000029863 ,P1016500
中融长河资本投资管理有限公司,,中融长河,920000020668 ,P1005429
国信行健（北京）股权投资基金管理有限公司,http://www.guoxinfund.cn,国信行健,920000007144 ,P1020567
北京盛达瑞丰投资管理有限公司,http://www.capitaldigger.com,盛达瑞丰,920000059438 ,P1002557
上海元竹投资管理有限公司,,元竹投资,920000029692 ,P1010170
深圳前海尚谦资本管理有限公司,,尚谦资本,920000004174 ,P1015253
北京泰和华通投资管理有限公司,,泰和华通,920000023441 ,P1006493
吉林省养老服务产业基金管理有限公司,,吉林养老,920000038566 ,P1027116
河北卓融股权投资基金管理有限公司,,卓融投资,920000012699 ,P1004830
上海德槃资产管理有限公司,,德槃资产,920000031213 ,P1012726
上海荷和投资管理合伙企业（有限合伙）,,荷和投资,920000003091 ,P1016486
江苏卓正盈泰股权投资基金管理有限公司,,卓正盈泰,920000050113 ,P1020305
上海松乔投资合伙企业（有限合伙）,,松乔投资,920000051659 ,P1027497
深圳市多和美投资顾问有限公司,www.dhmfund.com,多和美,920000002266 ,P1004868
广州市江鑫投资管理有限公司,,江鑫投资,920000054582 ,P1007273
北京大丰展锐投资中心（有限合伙）,,大丰展锐,920000040740 ,P1019603
广东中联恒力资产管理有限公司,http://www.zlhl.com.cn,中联恒力,920000035602 ,P1015376
中节能中咨环境投资管理有限公司,,中节能中咨环境,920000003216 ,P1026819
浙江昆泰资产管理有限公司,,昆泰资产,920000026780 ,P1011155
浙江安融资本管理有限公司,,安融资本,920000033966 ,P1033709
深圳市摩氏先锋私募基金管理有限公司,,摩氏先锋,920000000916 ,P1033437
江西六屏投资管理有限公司,,江西六屏,920000003880 ,P1028227
湖南伍洲资本管理有限公司,,伍洲资本,920000006023 ,P1005635
新疆力利记投资有限公司,,力利记投资,920000062423 ,P1004253
深圳市金汉源资产管理有限公司,,金汉源资产,920000043926 ,P1009638
西藏博恩资产管理有限公司,www.bornamc.com,博恩资产,920000028072 ,P1011253
大连名泽投资管理有限公司,,,,P1031293
深圳约瑟股权投资管理有限公司,,约瑟投资,920000017975 ,P1004435
厦门高能海银创业投资管理有限公司,,高能海银,920000038573 ,P1029537
无锡江南仁和新能源投资管理中心（有限合伙）,,江南仁和,920000026427 ,P1006839
国瑞金投资产管理（深圳）有限公司,,国瑞金投,920000044218 ,P1030130
深圳博纳方德基金管理有限公司,,博纳方德,920000031605 ,P1010045
广州常彰明资产管理有限公司,,常彰明资产,920000022588 ,P1031194
上海观略资产管理有限公司,,观略资产,920000026839 ,P1027418
东莞市粤骏资产管理有限公司,,粤骏资产,920000039316 ,P1011187
北京大德融信投资管理有限公司,,大德融信,920000057028 ,P1002031
南通沃富金信投资管理有限公司,http://www.woofoocapital.com,沃富金信投资,920000011879 ,P1034247
北京润沣资本管理有限公司,,润沣资本,920000004280 ,P1033866
昆仑石（深圳）投资基金管理有限公司,,深圳昆仑石投资,920000004213 ,P1032940
上海金渔盆投资合伙企业（有限合伙）,http://www.1stock.cn,金渔盆,920000023471 ,P1002939
巨久（北京）投资基金管理有限公司,,巨久投资,920000020632 ,P1060063
深圳市君盛天弘财富管理有限公司,,,,P1034401
北京晶宏投资有限公司,,晶宏投资,920000048371 ,P1004757
上海潜龙誉瀚投资管理有限公司,,潜龙誉瀚,920000028414 ,P1025410
武汉大众创新投资管理中心（有限合伙）,,武汉大众创新,920000044073 ,P1033758
成都山水和信股权投资基金管理有限公司,,山水和信,920000039377 ,P1013121
浙江金河投资开发有限公司,http://www.jh333.com,金河,920000046564 ,P1007137
黑颈鹤基金管理有限公司,,黑颈鹤基金,920000006195 ,P1004844
上海佳浩股权投资管理有限公司,www.jiahaocapital.com,佳浩投资,920000058749 ,P1008608
西安百联资本创业投资管理中心（有限合伙）,,百联资本创投,920000041833 ,P1032993
重庆建能股权投资基金管理有限公司,,,,P1060369
深圳市前海中投凯信资本管理有限公司,,中投凯信,920000013652 ,P1060150
宁波梅山保税港区易为投资管理有限公司,,,920007902248 ,P1061004
广州德宝投资管理有限公司,,广州德宝投资,920000017363 ,P1017142
